id,date_in,date_out,name,type,breed,color,age_out,outcome_type,intake_type,intake_condition,sex_upon_intake,age_in,outcome_subtype,sex_upon_outcome
A736827,2016-10-18,2017-02-12,Rocket,Dog,Labrador Retriever Mix,Yellow,Young,Adopted,Stray,Injured,Intact Male,2 years,NA,Neutered Male
A775349,2018-06-28,2018-08-10,Tormund,Dog,Pit Bull Mix,Mixed,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A688414,2014-09-19,2014-09-26,Boone,Dog,Lhasa Apso,Cream,Adult,Transferred,Stray,Normal,Neutered Male,8 years,Partner,Neutered Male
A750195,2017-05-24,2017-05-27,Rusty,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Female,1 month,NA,Intact Female
A808132,2019-11-04,2019-11-14,Daryl,Cat,Domestic Shorthair,Mixed,Adult,Adopted,Owner Surrender,Normal,Neutered Male,4 years,NA,Neutered Male
A715685,2015-11-15,2015-11-17,Betsy Lou,Dog,Shetland Sheepdog Mix,Mixed,Young,Transferred,Owner Surrender,Normal,Spayed Female,1 year,Partner,Spayed Female
A744847,2017-03-08,2017-03-08,N/A,Other,Squirrel,Brown,Young,Deceased,Wildlife,Injured,Unknown,1 year,Suffering,Unknown
A797549,2019-06-14,2019-07-13,Kringle,Cat,Domestic Shorthair Mix,Mixed,Young,Adopted,Owner Surrender,Normal,Spayed Female,11 years,NA,Spayed Female
A790479,2019-03-11,2019-03-11,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Deceased,Stray,Injured,Unknown,10 years,Rabies Risk,Unknown
A746309,2017-03-31,2017-04-14,Dash,Dog,Chihuahua Shorthair Mix,Mixed,Adult,Adopted,Public Assist,Normal,Intact Male,4 years,NA,Neutered Male
A673869,2016-04-23,2016-04-30,Sweetie Pie,Dog,Australian Shepherd Mix,White,Young,Adopted,Owner Surrender,Normal,Spayed Female,2 years,NA,Spayed Female
A682746,2014-07-02,2014-07-07,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A736244,2016-10-07,2016-12-20,Orange,Cat,Domestic Shorthair Mix,Orange,Baby,Adopted,Stray,Normal,Intact Female,4 weeks,Foster,Spayed Female
A681170,2014-06-13,2014-09-12,Janie,Cat,Domestic Longhair Mix,Orange,Baby,Deceased,Stray,Normal,Intact Female,1 month,In Foster,Intact Female
A691692,2014-11-08,2014-11-08,Zoey,Dog,Pit Bull Mix,Cream,Adult,Returned to Owner,Stray,Normal,Spayed Female,4 years,NA,Spayed Female
A783331,2018-10-29,2019-02-03,Pancake,Dog,German Shepherd Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,4 months,NA,Spayed Female
A729676,2016-06-22,2016-08-11,Domenico,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,4 weeks,NA,Neutered Male
A707411,2015-07-12,2015-08-08,Daisy,Dog,Australian Shepherd Mix,White,Adult,Adopted,Stray,Normal,Spayed Female,4 years,NA,Spayed Female
A732873,2016-08-14,2016-08-20,Hadley,Dog,Pit Bull Mix,Gray,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A797746,2019-06-17,2019-06-28,James Bond,Dog,Pit Bull Mix,Brown,Adult,Transferred,Stray,Normal,Intact Male,4 years,Partner,Intact Male
A752135,2017-07-16,2017-07-26,Cokis,Dog,Australian Shepherd/Field Spaniel,Black,Young,Transferred,Stray,Normal,Spayed Female,2 years,Partner,Spayed Female
A674080,2014-03-07,2014-03-07,N/A,Other,Bat,Brown,Baby,Deceased,Wildlife,Normal,Unknown,4 weeks,Rabies Risk,Unknown
A727902,2016-05-27,2016-06-06,Jake,Dog,Pug Mix,Black,Adult,Adopted,Stray,Normal,Intact Male,6 years,NA,Neutered Male
A720445,2016-02-09,2016-02-13,Sneezy,Dog,Pointer Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A801152,2019-07-31,2019-08-05,Maverick,Dog,Belgian Malinois Mix,Black,Baby,Transferred,Stray,Normal,Intact Male,1 month,Partner,Intact Male
A749371,2017-05-26,2017-05-27,Winchester,Dog,Pit Bull Mix,Cream,Baby,Adopted,Owner Surrender,Normal,Neutered Male,7 months,NA,Neutered Male
A652785,2014-01-19,2014-01-20,Dolly Lou,Dog,Labrador Retriever/Pit Bull,Cream,Young,Returned to Owner,Stray,Normal,Spayed Female,1 year,NA,Spayed Female
A765301,2018-01-17,2018-01-18,N/A,Cat,Domestic Longhair Mix,Orange,Adult,Transferred,Stray,Normal,Neutered Male,8 years,Partner,Neutered Male
A740940,2016-12-25,2017-01-28,Zane,Dog,American Pit Bull Terrier Mix,Cream,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A750881,2017-06-01,2017-06-02,Happy,Dog,Chihuahua Shorthair Mix,Brown,Adult,Returned to Owner,Stray,Normal,Neutered Male,5 years,NA,Neutered Male
A688622,2014-09-21,2014-09-21,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Transferred,Stray,Normal,Intact Male,3 weeks,Partner,Intact Male
A690641,2014-10-23,2014-11-10,N/A,Cat,Domestic Shorthair,Orange,Baby,Adopted,Owner Surrender,Normal,Spayed Female,2 months,NA,Spayed Female
A688372,2014-09-18,2014-10-21,Momo,Dog,Labrador Retriever Mix,Brown,Baby,Adopted,Stray,Normal,Intact Female,5 months,NA,Spayed Female
A733238,2016-08-22,2016-08-26,Cassius,Dog,Labrador Retriever Mix,Black,Young,Returned to Owner,Stray,Normal,Neutered Male,1 year,NA,Neutered Male
A763835,2019-03-27,2019-04-03,Prince,Dog,German Shepherd/Labrador Retriever,Cream,Young,Adopted,Owner Surrender,Normal,Neutered Male,2 years,NA,Neutered Male
A688754,2016-05-17,2016-06-05,King,Dog,Pit Bull Mix,White,Young,Adopted,Stray,Normal,Neutered Male,2 years,NA,Neutered Male
A674888,2014-03-19,2014-03-21,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Returned to Owner,Stray,Normal,Intact Male,5 months,NA,Neutered Male
A665694,2013-10-21,2013-10-27,N/A,Dog,German Shepherd Mix,Black,Baby,Transferred,Stray,Normal,Intact Male,1 month,Partner,Intact Male
A686510,2016-04-16,2016-04-28,Smokey,Dog,Pit Bull Mix,Gray,Adult,Deceased,Owner Surrender,Normal,Neutered Male,6 years,Aggressive,Neutered Male
A751282,2017-06-06,2017-06-10,Buddy,Dog,German Shepherd Mix,Mixed,Young,Adopted,Owner Surrender,Normal,Intact Male,1 year,NA,Neutered Male
A742488,2017-04-12,2017-04-14,Lulu,Dog,Pointer Mix,Black,Baby,Adopted,Owner Surrender,Normal,Spayed Female,3 months,NA,Spayed Female
A697595,2015-02-25,2015-02-26,N/A,Cat,Domestic Shorthair Mix,Mixed,Young,Transferred,Stray,Normal,Intact Female,1 year,SCRP,Intact Female
A714177,2015-10-19,2015-10-20,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Unknown,3 months,SCRP,Unknown
A699953,2015-07-05,2015-07-05,Manny,Dog,Labrador Retriever Mix,Black,Baby,Returned to Owner,Stray,Normal,Neutered Male,9 months,NA,Neutered Male
A700122,2015-04-08,2015-10-01,Pamela,Cat,Domestic Longhair Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A743675,2017-02-14,2017-02-19,N/A,Dog,Border Collie Mix,White,Baby,Transferred,Stray,Normal,Intact Male,2 months,Partner,Intact Male
A665799,2013-10-23,2013-11-01,Alley,Cat,Domestic Shorthair Mix,Orange,Baby,Adopted,Owner Surrender,Normal,Intact Male,3 months,NA,Neutered Male
A723610,2016-04-03,2016-04-10,Oliver,Dog,Chihuahua Shorthair Mix,Cream,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A637504,2017-09-26,2019-03-16,Birdie,Dog,Pit Bull Mix,White,Adult,Adopted,Owner Surrender,Normal,Spayed Female,5 years,Foster,Spayed Female
A776188,2018-07-10,2018-07-11,Emmy Lou,Cat,Domestic Shorthair Mix,Mixed,Young,Transferred,Owner Surrender,Normal,Spayed Female,11 years,Partner,Spayed Female
A767804,2018-03-20,2018-08-08,Khaza,Dog,Pit Bull Mix,Brown,Adult,Transferred,Stray,Normal,Intact Female,2 years,Partner,Spayed Female
A787777,2019-01-19,2019-03-06,N/A,Other,Hamster,Gray,Young,Deceased,Owner Surrender,Other,Unknown,2 years,NA,Unknown
A798964,2019-07-02,2019-07-07,1,Cat,Domestic Shorthair,Orange,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A802986,2019-08-25,2019-09-25,Ms. Phat Phat,Cat,Domestic Shorthair,Mixed,Young,Transferred,Owner Surrender,Normal,Intact Female,1 year,Partner,Intact Female
A738179,2017-12-31,2018-04-04,Gizmo,Dog,Yorkshire Terrier,Cream,Young,Adopted,Owner Surrender,Normal,Neutered Male,11 years,Foster,Neutered Male
A793436,2019-04-25,2019-04-25,N/A,Cat,Domestic Shorthair Mix,Gray,Baby,Transferred,Stray,Nursing,Intact Female,3 days,Partner,Intact Female
A768048,2019-09-06,2019-09-12,Rocky,Dog,Chihuahua Shorthair Mix,Black,Adult,Returned to Owner,Public Assist,Normal,Intact Female,3 years,NA,Spayed Female
A712071,2016-02-04,2016-02-04,Toby,Dog,Australian Cattle Dog Mix,Black,Adult,Returned to Owner,Stray,Normal,Neutered Male,3 years,NA,Neutered Male
A796664,2019-06-04,2019-06-16,N/A,Dog,American Staffordshire Terrier Mix,Cream,Baby,Deceased,Stray,Nursing,Unknown,3 days,In Foster,Unknown
A697151,2015-02-18,2015-02-23,Tulip,Cat,Domestic Shorthair Mix,Mixed,Young,Transferred,Stray,Normal,Intact Female,2 years,Partner,Spayed Female
A659352,2014-02-03,2014-02-08,Magic,Cat,Domestic Shorthair Mix,Black,Young,Adopted,Owner Surrender,Normal,Spayed Female,1 year,NA,Spayed Female
A794754,2019-05-11,2019-05-16,Miklos,Dog,Vizsla Mix,Brown,Baby,Transferred,Stray,Normal,Intact Male,3 months,Partner,Intact Male
A791676,2019-03-29,2019-03-30,Gq,Dog,Golden Retriever Mix,Red,Young,Returned to Owner,Stray,Normal,Intact Male,1 year,NA,Intact Male
A790574,2019-03-12,2019-03-12,N/A,Dog,Labrador Retriever Mix,Black,Baby,Transferred,Stray,Nursing,Intact Female,1 weeks,Partner,Intact Female
A666100,2013-10-26,2013-10-28,Sandy,Dog,Labrador Retriever/Pit Bull,Red,Senior,Returned to Owner,Stray,Normal,Intact Female,9 years,NA,Intact Female
A768817,2018-03-25,2018-03-29,N/A,Dog,Miniature Poodle Mix,Cream,Adult,Transferred,Stray,Normal,Intact Male,6 years,Partner,Neutered Male
A760577,2017-10-20,2017-10-24,Ghost,Dog,Rottweiler Mix,Black,Adult,Transferred,Stray,Injured,Neutered Male,7 years,Partner,Neutered Male
A541057,2014-09-24,2014-09-25,Mr Pibbs,Cat,Domestic Shorthair Mix,White,Adult,Returned to Owner,Stray,Normal,Neutered Male,5 years,NA,Neutered Male
A726777,2016-05-14,2016-05-14,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Unknown,1 week,Partner,Unknown
A710771,2015-08-27,2015-08-28,Kelli,Dog,Chihuahua Shorthair Mix,Brown,Adult,Returned to Owner,Stray,Normal,Spayed Female,6 years,NA,Spayed Female
A733027,2016-08-16,2016-09-10,Lovebug,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A729563,2016-06-20,2016-07-16,Hazel,Dog,Australian Cattle Dog Mix,Cream,Adult,Adopted,Stray,Normal,Spayed Female,3 years,NA,Spayed Female
A671147,2014-01-19,2014-03-14,Twiggie,Dog,Pit Bull Mix,Brown,Adult,Transferred,Stray,Other,Intact Female,3 years,Partner,Spayed Female
A715260,2015-11-02,2015-11-03,Fania,Dog,Labrador Retriever Mix,Black,Young,Returned to Owner,Stray,Normal,Intact Female,1 year,NA,Intact Female
A664547,2013-10-05,2013-10-06,Azula,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Owner Surrender,Normal,Intact Female,6 months,Partner,Intact Female
A795183,2019-05-17,2019-05-21,N/A,Dog,Lhasa Apso Mix,Black,Young,Adopted,Stray,Normal,Intact Female,2 years,NA,Spayed Female
A728078,2016-05-30,2016-06-05,Eddy,Dog,Queensland Heeler Mix,Mixed,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A756234,2017-08-16,2017-08-22,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A719592,2016-01-23,2016-01-27,N/A,Dog,Labrador Retriever/Miniature Poodle,Cream,Baby,Adopted,Stray,Normal,Intact Female,2 months,NA,Spayed Female
A755768,2017-08-08,2017-08-12,N/A,Dog,Rat Terrier Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,8 months,NA,Neutered Male
A798249,2019-06-23,2019-06-23,Coco,Dog,Labrador Retriever Mix,Brown,Baby,Returned to Owner,Stray,Normal,Intact Male,3 months,NA,Intact Male
A758365,2018-04-25,2018-06-14,Milo,Dog,Chihuahua Shorthair Mix,Black,Young,Transferred,Owner Surrender,Normal,Neutered Male,2 years,Partner,Neutered Male
A721955,2016-03-08,2016-03-12,N/A,Cat,Domestic Shorthair Mix,Mixed,Young,Transferred,Stray,Normal,Intact Male,2 years,SCRP,Neutered Male
A733857,2016-08-28,2016-08-28,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Unknown,2 weeks,Partner,Unknown
A674293,2014-03-10,2014-03-11,N/A,Other,Bat,Black,Young,Deceased,Wildlife,Normal,Unknown,1 year,Rabies Risk,Unknown
A749999,2017-09-21,2017-10-17,Verity,Dog,Pit Bull Mix,Mixed,Adult,Adopted,Owner Surrender,Normal,Spayed Female,4 years,Foster,Spayed Female
A703729,2015-05-28,2015-07-18,N/A,Cat,Siamese Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,1 month,Foster,Neutered Male
A715447,2015-11-04,2015-11-17,Pappy,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Owner Surrender,Normal,Intact Male,11 months,Partner,Neutered Male
A739578,2016-12-04,2017-01-11,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,3 weeks,Foster,Neutered Male
A696352,2015-02-03,2015-02-03,Mia,Dog,Miniature Poodle Mix,Black,Baby,Returned to Owner,Stray,Normal,Spayed Female,10 years,NA,Spayed Female
A808516,2019-11-10,2019-12-03,Astrid,Dog,American Pit Bull Terrier,White,Young,Transferred,Stray,Nursing,Intact Female,2 years,Partner,Intact Female
A688287,2014-09-17,2014-09-17,N/A,Dog,Chihuahua Longhair Mix,Cream,Adult,Deceased,Stray,Injured,Intact Male,5 years,Suffering,Intact Male
A795549,2019-05-21,2019-06-22,Tetra,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,4 weeks,NA,Spayed Female
A782002,2019-08-05,2019-08-19,Rex,Dog,German Shepherd Mix,Black,Adult,Adopted,Stray,Injured,Intact Male,6 years,NA,Neutered Male
A729177,2016-06-14,2016-06-18,Frida Kahlo,Dog,Miniature Schnauzer Mix,White,Baby,Adopted,Stray,Normal,Intact Female,3 months,NA,Spayed Female
A789439,2019-02-21,2019-03-07,N/A,Dog,American Pit Bull Terrier Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,2 months,NA,Spayed Female
A685214,2015-08-11,2015-08-20,Truffles,Cat,Domestic Medium Hair Mix,Mixed,Young,Adopted,Owner Surrender,Normal,Spayed Female,1 year,NA,Spayed Female
A726418,2016-05-10,2016-08-08,Waylon,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A712335,2015-09-21,2015-09-23,Arletta,Dog,Labrador Retriever/Pointer,Black,Baby,Returned to Owner,Stray,Normal,Intact Female,4 months,NA,Spayed Female
A686301,2014-08-19,2014-08-21,Jones,Dog,Miniature Poodle Mix,White,Adult,Returned to Owner,Stray,Normal,Intact Male,3 years,NA,Neutered Male
A688550,2014-09-20,2014-10-20,Oscar,Cat,Domestic Shorthair,Black,Baby,Adopted,Stray,Normal,Intact Male,4 weeks,Foster,Neutered Male
A742079,2017-01-14,2017-01-18,N/A,Dog,Chihuahua Shorthair Mix,Black,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A744843,2017-03-27,2017-03-27,Roux,Dog,Chihuahua Shorthair Mix,Cream,Young,Returned to Owner,Stray,Normal,Neutered Male,1 year,NA,Neutered Male
A778591,2018-08-17,2018-08-21,N/A,Dog,Pomeranian Mix,White,Adult,Adopted,Stray,Normal,Intact Female,5 years,NA,Spayed Female
A680096,2014-05-29,2014-05-29,N/A,Cat,Domestic Shorthair,Black,Baby,Deceased,Stray,Sick,Unknown,4 weeks,Suffering,Unknown
A809931,2019-12-04,2019-12-09,Chato,Dog,Staffordshire,Gray,Adult,Adopted,Stray,Normal,Intact Male,4 years,NA,Neutered Male
A715081,2015-10-31,2015-11-05,Cosmo,Dog,Staffordshire Mix,Cream,Baby,Adopted,Stray,Normal,Intact Male,9 months,NA,Neutered Male
A808052,2019-11-03,2019-12-03,Oreo,Cat,Domestic Shorthair,Black,Baby,Adopted,Stray,Normal,Intact Female,2 months,NA,Spayed Female
A707322,2015-07-11,2015-08-16,Rocky,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,4 weeks,NA,Neutered Male
A667324,2013-11-16,2013-11-22,Suloni,Cat,Domestic Shorthair Mix,Black,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A780146,2018-09-10,2018-09-14,N/A,Dog,Labrador Retriever Mix,Black,Young,Transferred,Stray,Normal,Intact Male,1 year,Partner,Neutered Male
A713676,2015-10-10,2015-10-12,Peanut,Dog,Rat Terrier Mix,Mixed,Young,Returned to Owner,Stray,Normal,Spayed Female,1 year,NA,Spayed Female
A787075,2019-01-07,2019-01-14,Tator Tot,Dog,Chihuahua Shorthair Mix,Cream,Young,Adopted,Stray,Normal,Intact Male,2 years,NA,Neutered Male
A717180,2015-12-03,2015-12-03,N/A,Dog,Labrador Retriever Mix,Brown,Baby,Transferred,Stray,Normal,Unknown,1 week,Partner,Unknown
A751333,2017-06-06,2017-08-05,Marble,Cat,Domestic Medium Hair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A701644,2015-09-13,2015-09-28,Laura,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Owner Surrender,Normal,Spayed Female,6 months,Partner,Spayed Female
A761295,2017-11-02,2017-11-06,N/A,Cat,Domestic Shorthair Mix,Orange,Young,Transferred,Stray,Normal,Intact Male,2 years,Snr,Intact Male
A769225,2018-04-02,2018-04-10,Simone,Dog,Border Collie,Black,Young,Returned to Owner,Public Assist,Normal,Intact Female,11 years,NA,Intact Female
A695198,2015-01-12,2015-01-17,Domino,Dog,Australian Shepherd/Dalmatian,White,Adult,Returned to Owner,Public Assist,Normal,Intact Female,4 years,NA,Spayed Female
A776938,2018-07-21,2018-07-25,Hulk,Dog,Dachshund Mix,Brown,Baby,Adopted,Stray,Normal,Intact Male,5 months,NA,Neutered Male
A771305,2018-06-02,2018-10-30,Nyla,Dog,Beagle/Pit Bull,Cream,Adult,Adopted,Owner Surrender,Normal,Spayed Female,3 years,Foster,Spayed Female
A744330,2017-02-27,2017-02-28,N/A,Cat,Domestic Shorthair Mix,Gray,Young,Transferred,Stray,Normal,Intact Female,1 year,SCRP,Intact Female
A743549,2017-02-12,2017-02-25,Longhorn,Dog,Chihuahua Shorthair Mix,Mixed,Adult,Returned to Owner,Stray,Normal,Intact Male,14 years,NA,Intact Male
A750861,2017-06-01,2017-06-04,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A715345,2016-09-15,2016-09-15,Jordy,Dog,Labrador Retriever Mix,Yellow,Young,Returned to Owner,Stray,Normal,Neutered Male,1 year,NA,Neutered Male
A694167,2015-01-28,2015-02-02,Zeus,Dog,Catahoula Mix,White,Young,Deceased,Owner Surrender,Normal,Neutered Male,1 year,Aggressive,Neutered Male
A752863,2017-06-28,2017-06-28,Chocolata,Dog,Black Mouth Cur Mix,Brown,Young,Returned to Owner,Stray,Normal,Intact Female,1 year,NA,Intact Female
A738958,2016-11-25,2016-11-30,N/A,Cat,Domestic Shorthair Mix,Mixed,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A719491,2016-01-21,2016-02-10,N/A,Dog,Dachshund/Chihuahua Shorthair,Mixed,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A674734,2014-03-17,2014-03-17,N/A,Other,Bat,Gray,Baby,Deceased,Wildlife,Normal,Unknown,5 months,Rabies Risk,Unknown
A786385,2018-12-23,2019-01-11,Blitzen,Dog,Australian Shepherd Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A547015,2015-01-29,2015-02-10,Peanut,Dog,Pekingese,Yellow,Adult,Transferred,Owner Surrender,Normal,Neutered Male,6 years,Partner,Neutered Male
A730982,2016-07-14,2016-07-15,N/A,Cat,Domestic Shorthair Mix,Black,Young,Transferred,Stray,Normal,Intact Male,1 year,SCRP,Neutered Male
A802608,2019-08-20,2019-08-26,N/A,Cat,Domestic Shorthair,Black,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A707931,2015-07-20,2015-07-29,Moon,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Unknown,2 months,Partner,Unknown
A773527,2018-06-02,2018-07-04,Rainbow,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,4 weeks,Foster,Spayed Female
A758355,2017-09-15,2018-01-12,Manny,Cat,Domestic Medium Hair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,1 weeks,Foster,Neutered Male
A714277,2015-10-20,2015-10-20,Percy,Dog,Australian Kelpie Mix,Cream,Young,Returned to Owner,Stray,Normal,Neutered Male,2 years,NA,Neutered Male
A698391,2015-03-10,2015-03-12,Angelo,Dog,Chihuahua Shorthair Mix,Black,Adult,Returned to Owner,Stray,Normal,Intact Male,4 years,NA,Neutered Male
A722115,2016-03-11,2016-03-13,N/A,Other,Raccoon,Gray,Young,Deceased,Wildlife,Sick,Unknown,1 year,Rabies Risk,Unknown
A713822,2015-10-13,2015-10-17,Bodacious,Dog,American Bulldog Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Male,9 months,NA,Neutered Male
A756523,2017-08-21,2017-08-28,Bodie,Cat,American Shorthair Mix,Mixed,Young,Adopted,Owner Surrender,Normal,Neutered Male,1 year,NA,Neutered Male
A725259,2016-08-11,2016-08-27,Crookshanks,Cat,Domestic Medium Hair Mix,Gray,Adult,Adopted,Stray,Normal,Neutered Male,5 years,NA,Neutered Male
A773771,2018-06-05,2018-08-11,Yogi,Cat,Domestic Shorthair Mix,Cream,Baby,Adopted,Stray,Normal,Intact Male,4 weeks,NA,Neutered Male
A696328,2015-02-02,2015-02-03,N/A,Cat,Domestic Shorthair Mix,Black,Young,Transferred,Stray,Sick,Intact Female,1 year,SCRP,Intact Female
A758131,2017-09-11,2017-09-17,096,Dog,Pit Bull Mix,Black,Young,Transferred,Public Assist,Normal,Intact Male,1 year,Partner,Intact Male
A749600,2017-05-14,2017-07-22,Kitty,Cat,Domestic Shorthair Mix,Gray,Baby,Adopted,Stray,Normal,Intact Female,0 years,NA,Intact Female
A793835,2019-04-30,2019-05-03,Ghost,Cat,Domestic Shorthair Mix,Mixed,Young,Adopted,Stray,Normal,Neutered Male,1 year,NA,Neutered Male
A712549,2015-09-25,2015-10-14,Beau,Dog,Beauceron Mix,Black,Young,Adopted,Stray,Normal,Intact Male,2 years,NA,Neutered Male
A788333,2019-01-31,2019-02-06,Lou Lou Bell,Dog,Pointer,White,Young,Transferred,Stray,Normal,Spayed Female,1 year,Partner,Spayed Female
A674520,2014-03-14,2014-03-14,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Male,2 weeks,Partner,Intact Male
A782516,2018-10-16,2018-10-20,N/A,Dog,Shih Tzu,Black,Baby,Adopted,Stray,Normal,Intact Male,7 months,NA,Neutered Male
A736600,2016-10-13,2016-10-17,N/A,Dog,Labrador Retriever Mix,White,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A692296,2014-11-18,2014-11-29,Neo,Dog,Shetland Sheepdog Mix,White,Young,Transferred,Stray,Normal,Intact Male,1 year,Partner,Intact Male
A763868,2018-01-29,2018-02-19,Jenny,Dog,Pit Bull Mix,Mixed,Young,Transferred,Owner Surrender,Normal,Spayed Female,1 year,Partner,Spayed Female
A666257,2013-10-29,2013-11-13,Nan,Dog,Dachshund,Black,Adult,Transferred,Stray,Normal,Spayed Female,7 years,Partner,Spayed Female
